id,year,month,day,station
140,2022,1,1,KVBX
141,2022,1,1,KVNX
142,2022,1,1,KVTX
143,2022,1,1,KVWX
144,2022,1,1,KYUX
145,2022,1,1,PABC
146,2022,1,1,PACG
147,2022,1,1,PAEC
148,2022,1,1,PAHG
149,2022,1,1,PAIH
150,2022,1,1,PAKC
151,2022,1,1,PAPD
152,2022,1,1,PHKI
153,2022,1,1,PHKM
154,2022,1,1,PHMO
155,2022,1,1,PHWA
156,2022,1,1,RKJK
157,2022,1,1,RKSG
158,2022,1,1,RODN
159,2022,1,1,TADW
160,2022,1,1,TBNA
161,2022,1,1,TBOS
162,2022,1,1,TBWI
163,2022,1,1,TCLT
164,2022,1,1,TCMH
165,2022,1,1,TCVG
166,2022,1,1,TDAL
167,2022,1,1,TDAY
168,2022,1,1,TDCA
169,2022,1,1,TDEN
170,2022,1,1,TDFW
171,2022,1,1,TDTW
172,2022,1,1,TEWR
173,2022,1,1,TFLL
174,2022,1,1,THOU
175,2022,1,1,TIAD
176,2022,1,1,TIAH
177,2022,1,1,TICH
178,2022,1,1,TIDS
179,2022,1,1,TJFK
180,2022,1,1,TJUA
181,2022,1,1,TLAS
182,2022,1,1,TLVE
183,2022,1,1,TMCI
184,2022,1,1,TMCO
185,2022,1,1,TMDW
186,2022,1,1,TMEM
187,2022,1,1,TMIA
188,2022,1,1,TMKE
189,2022,1,1,TMSP
190,2022,1,1,TMSY
191,2022,1,1,TOKC
192,2022,1,1,TORD
193,2022,1,1,TPBI
194,2022,1,1,TPHL
195,2022,1,1,TPHX
196,2022,1,1,TPIT
197,2022,1,1,TRDU
198,2022,1,1,TSDF
199,2022,1,1,TSLC
200,2022,1,1,TSTL
201,2022,1,1,TTPA
202,2022,1,1,TTUL
203,2022,1,2,FOP1
204,2022,1,2,KABR
205,2022,1,2,KABX
206,2022,1,2,KAKQ
207,2022,1,2,KAMA
208,2022,1,2,KAMX
209,2022,1,2,KAPX
210,2022,1,2,KARX
211,2022,1,2,KATX
212,2022,1,2,KBBX
213,2022,1,2,KBGM
214,2022,1,2,KBHX
215,2022,1,2,KBIS
216,2022,1,2,KBLX
217,2022,1,2,KBMX
218,2022,1,2,KBOX
219,2022,1,2,KBRO
220,2022,1,2,KBUF
221,2022,1,2,KBYX
222,2022,1,2,KCAE
223,2022,1,2,KCBW
224,2022,1,2,KCBX
225,2022,1,2,KCCX
226,2022,1,2,KCLE
227,2022,1,2,KCLX
228,2022,1,2,KCRP
229,2022,1,2,KCXX
230,2022,1,2,KCYS
231,2022,1,2,KDAX
232,2022,1,2,KDDC
233,2022,1,2,KDFX
234,2022,1,2,KDGX
235,2022,1,2,KDIX
236,2022,1,2,KDLH
237,2022,1,2,KDMX
238,2022,1,2,KDOX
239,2022,1,2,KDTX
240,2022,1,2,KDVN
241,2022,1,2,KDYX
242,2022,1,2,KEAX
243,2022,1,2,KEMX
244,2022,1,2,KENX
245,2022,1,2,KEOX
246,2022,1,2,KEPZ
247,2022,1,2,KESX
248,2022,1,2,KEVX
249,2022,1,2,KEWX
250,2022,1,2,KEYX
251,2022,1,2,KFCX
252,2022,1,2,KFDR
253,2022,1,2,KFDX
254,2022,1,2,KFFC
255,2022,1,2,KFSD
256,2022,1,2,KFSX
257,2022,1,2,KFTG
258,2022,1,2,KFWS
259,2022,1,2,KGGW
260,2022,1,2,KGJX
261,2022,1,2,KGLD
262,2022,1,2,KGRB
263,2022,1,2,KGRK
264,2022,1,2,KGRR
265,2022,1,2,KGSP
266,2022,1,2,KGWX
267,2022,1,2,KGYX
268,2022,1,2,KHDX
269,2022,1,2,KHGX
270,2022,1,2,KHNX
271,2022,1,2,KHPX
272,2022,1,2,KHTX
273,2022,1,2,KICT
274,2022,1,2,KICX
275,2022,1,2,KILN
276,2022,1,2,KILX
277,2022,1,2,KIND
278,2022,1,2,KINX
279,2022,1,2,KIWA
280,2022,1,2,KIWX
281,2022,1,2,KJAX
282,2022,1,2,KJGX
283,2022,1,2,KJKL
284,2022,1,2,KLBB
285,2022,1,2,KLCH
286,2022,1,2,KLGX
287,2022,1,2,KLIX
288,2022,1,2,KLNX
289,2022,1,2,KLOT
290,2022,1,2,KLRX
291,2022,1,2,KLSX
292,2022,1,2,KLTX
293,2022,1,2,KLVX
294,2022,1,2,KLWX
295,2022,1,2,KLZK
296,2022,1,2,KMAF
297,2022,1,2,KMAX
298,2022,1,2,KMBX
299,2022,1,2,KMHX
300,2022,1,2,KMKX
301,2022,1,2,KMLB
302,2022,1,2,KMOB
303,2022,1,2,KMPX
304,2022,1,2,KMQT
305,2022,1,2,KMRX
306,2022,1,2,KMSX
307,2022,1,2,KMTX
308,2022,1,2,KMUX
309,2022,1,2,KMVX
310,2022,1,2,KMXX
311,2022,1,2,KNKX
312,2022,1,2,KNQA
313,2022,1,2,KOAX
314,2022,1,2,KOHX
315,2022,1,2,KOKX
316,2022,1,2,KOTX
317,2022,1,2,KPAH
318,2022,1,2,KPBZ
319,2022,1,2,KPDT
320,2022,1,2,KPOE
321,2022,1,2,KPUX
322,2022,1,2,KRAX
323,2022,1,2,KRGX
324,2022,1,2,KRIW
325,2022,1,2,KRLX
326,2022,1,2,KRTX
327,2022,1,2,KSFX
328,2022,1,2,KSGF
329,2022,1,2,KSHV
330,2022,1,2,KSJT
331,2022,1,2,KSOX
332,2022,1,2,KSRX
333,2022,1,2,KTBW
334,2022,1,2,KTFX
335,2022,1,2,KTLH
336,2022,1,2,KTLX
337,2022,1,2,KTWX
338,2022,1,2,KTYX
339,2022,1,2,KUDX
340,2022,1,2,KUEX
341,2022,1,2,KVAX
342,2022,1,2,KVBX
343,2022,1,2,KVNX
344,2022,1,2,KVTX
345,2022,1,2,KVWX
346,2022,1,2,KYUX
347,2022,1,2,PABC
348,2022,1,2,PACG
349,2022,1,2,PAEC
350,2022,1,2,PAHG
351,2022,1,2,PAIH
352,2022,1,2,PAKC
353,2022,1,2,PAPD
354,2022,1,2,PHKI
355,2022,1,2,PHKM
356,2022,1,2,PHMO
357,2022,1,2,PHWA
358,2022,1,2,RKJK
359,2022,1,2,RKSG
360,2022,1,2,RODN
361,2022,1,2,TADW
362,2022,1,2,TBNA
363,2022,1,2,TBOS
364,2022,1,2,TBWI
365,2022,1,2,TCLT
366,2022,1,2,TCMH
367,2022,1,2,TCVG
368,2022,1,2,TDAL
369,2022,1,2,TDAY
370,2022,1,2,TDCA
371,2022,1,2,TDEN
372,2022,1,2,TDFW
373,2022,1,2,TDTW
374,2022,1,2,TEWR
375,2022,1,2,TFLL
376,2022,1,2,THOU
377,2022,1,2,TIAD
378,2022,1,2,TIAH
379,2022,1,2,TICH
380,2022,1,2,TIDS
381,2022,1,2,TJFK
382,2022,1,2,TJUA
383,2022,1,2,TLAS
384,2022,1,2,TLVE
385,2022,1,2,TMCI
386,2022,1,2,TMCO
387,2022,1,2,TMDW
388,2022,1,2,TMEM
389,2022,1,2,TMIA
390,2022,1,2,TMKE
391,2022,1,2,TMSP
392,2022,1,2,TMSY
393,2022,1,2,TOKC
394,2022,1,2,TORD
395,2022,1,2,TPBI
396,2022,1,2,TPHL
397,2022,1,2,TPHX
398,2022,1,2,TPIT
399,2022,1,2,TRDU
400,2022,1,2,TSDF
401,2022,1,2,TSLC
402,2022,1,2,TSTL
403,2022,1,2,TTPA
404,2022,1,2,TTUL
405,2022,1,3,FOP1
406,2022,1,3,KABR
407,2022,1,3,KABX
408,2022,1,3,KAKQ
409,2022,1,3,KAMA
410,2022,1,3,KAMX
411,2022,1,3,KAPX
412,2022,1,3,KARX
413,2022,1,3,KATX
414,2022,1,3,KBBX
415,2022,1,3,KBGM
416,2022,1,3,KBHX
417,2022,1,3,KBIS
418,2022,1,3,KBLX
419,2022,1,3,KBMX
420,2022,1,3,KBOX
421,2022,1,3,KBRO
422,2022,1,3,KBUF
423,2022,1,3,KBYX
424,2022,1,3,KCAE
425,2022,1,3,KCBW
426,2022,1,3,KCBX
427,2022,1,3,KCCX
428,2022,1,3,KCLE
429,2022,1,3,KCLX
430,2022,1,3,KCRP
431,2022,1,3,KCXX
432,2022,1,3,KCYS
433,2022,1,3,KDAX
434,2022,1,3,KDDC
435,2022,1,3,KDFX
436,2022,1,3,KDGX
437,2022,1,3,KDIX
438,2022,1,3,KDLH
439,2022,1,3,KDMX
440,2022,1,3,KDOX
441,2022,1,3,KDTX
442,2022,1,3,KDVN
443,2022,1,3,KDYX
444,2022,1,3,KEAX
445,2022,1,3,KEMX
446,2022,1,3,KENX
447,2022,1,3,KEOX
448,2022,1,3,KEPZ
449,2022,1,3,KESX
450,2022,1,3,KEVX
451,2022,1,3,KEWX
452,2022,1,3,KEYX
453,2022,1,3,KFCX
454,2022,1,3,KFDR
455,2022,1,3,KFDX
456,2022,1,3,KFFC
457,2022,1,3,KFSD
458,2022,1,3,KFSX
459,2022,1,3,KFTG
460,2022,1,3,KFWS
461,2022,1,3,KGGW
462,2022,1,3,KGJX
463,2022,1,3,KGLD
464,2022,1,3,KGRB
465,2022,1,3,KGRK
466,2022,1,3,KGRR
467,2022,1,3,KGSP
468,2022,1,3,KGWX
469,2022,1,3,KGYX
470,2022,1,3,KHDX
471,2022,1,3,KHGX
472,2022,1,3,KHNX
473,2022,1,3,KHPX
474,2022,1,3,KHTX
475,2022,1,3,KICT
476,2022,1,3,KICX
477,2022,1,3,KILN
478,2022,1,3,KILX
479,2022,1,3,KIND
480,2022,1,3,KINX
481,2022,1,3,KIWA
482,2022,1,3,KIWX
483,2022,1,3,KJAX
484,2022,1,3,KJGX
485,2022,1,3,KJKL
486,2022,1,3,KLBB
487,2022,1,3,KLCH
488,2022,1,3,KLGX
489,2022,1,3,KLIX
490,2022,1,3,KLNX
491,2022,1,3,KLOT
492,2022,1,3,KLRX
493,2022,1,3,KLSX
494,2022,1,3,KLTX
495,2022,1,3,KLVX
496,2022,1,3,KLWX
497,2022,1,3,KLZK
498,2022,1,3,KMAF
499,2022,1,3,KMAX
500,2022,1,3,KMBX
501,2022,1,3,KMHX
502,2022,1,3,KMKX
503,2022,1,3,KMLB
504,2022,1,3,KMOB
505,2022,1,3,KMPX
506,2022,1,3,KMQT
507,2022,1,3,KMRX
508,2022,1,3,KMSX
509,2022,1,3,KMTX
510,2022,1,3,KMUX
511,2022,1,3,KMVX
512,2022,1,3,KMXX
513,2022,1,3,KNKX
514,2022,1,3,KNQA
515,2022,1,3,KOAX
516,2022,1,3,KOHX
517,2022,1,3,KOKX
518,2022,1,3,KOTX
519,2022,1,3,KPAH
520,2022,1,3,KPBZ
521,2022,1,3,KPDT
522,2022,1,3,KPOE
523,2022,1,3,KPUX
524,2022,1,3,KRAX
525,2022,1,3,KRGX
526,2022,1,3,KRIW
527,2022,1,3,KRLX
528,2022,1,3,KRTX
529,2022,1,3,KSFX
530,2022,1,3,KSGF
531,2022,1,3,KSHV
532,2022,1,3,KSJT
533,2022,1,3,KSOX
534,2022,1,3,KSRX
535,2022,1,3,KTBW
536,2022,1,3,KTFX
537,2022,1,3,KTLH
538,2022,1,3,KTLX
539,2022,1,3,KTWX
540,2022,1,3,KTYX
541,2022,1,3,KUDX
542,2022,1,3,KUEX
543,2022,1,3,KVAX
544,2022,1,3,KVBX
545,2022,1,3,KVNX
546,2022,1,3,KVTX
547,2022,1,3,KVWX
548,2022,1,3,KYUX
549,2022,1,3,PABC
550,2022,1,3,PACG
551,2022,1,3,PAEC
552,2022,1,3,PAHG
553,2022,1,3,PAIH
554,2022,1,3,PAKC
555,2022,1,3,PAPD
556,2022,1,3,PHKI
557,2022,1,3,PHKM
558,2022,1,3,PHMO
559,2022,1,3,PHWA
560,2022,1,3,RKJK
561,2022,1,3,RKSG
562,2022,1,3,RODN
563,2022,1,3,TADW
564,2022,1,3,TBNA
565,2022,1,3,TBOS
566,2022,1,3,TBWI
567,2022,1,3,TCLT
568,2022,1,3,TCMH
569,2022,1,3,TCVG
570,2022,1,3,TDAL
571,2022,1,3,TDAY
572,2022,1,3,TDCA
573,2022,1,3,TDEN
574,2022,1,3,TDFW
575,2022,1,3,TEWR
576,2022,1,3,TFLL
577,2022,1,3,THOU
578,2022,1,3,TIAD
579,2022,1,3,TIAH
580,2022,1,3,TICH
581,2022,1,3,TIDS
582,2022,1,3,TJFK
583,2022,1,3,TJUA
584,2022,1,3,TLAS
585,2022,1,3,TLVE
586,2022,1,3,TMCI
587,2022,1,3,TMCO
588,2022,1,3,TMDW
589,2022,1,3,TMEM
590,2022,1,3,TMIA
591,2022,1,3,TMKE
592,2022,1,3,TMSP
593,2022,1,3,TMSY
594,2022,1,3,TOKC
595,2022,1,3,TORD
596,2022,1,3,TPBI
597,2022,1,3,TPHL
598,2022,1,3,TPHX
599,2022,1,3,TPIT
600,2022,1,3,TRDU
601,2022,1,3,TSDF
602,2022,1,3,TSLC
603,2022,1,3,TSTL
604,2022,1,3,TTPA
605,2022,1,3,TTUL
606,2022,1,4,FOP1
607,2022,1,4,KABR
608,2022,1,4,KABX
609,2022,1,4,KAKQ
610,2022,1,4,KAMA
611,2022,1,4,KAMX
612,2022,1,4,KAPX
613,2022,1,4,KARX
614,2022,1,4,KATX
615,2022,1,4,KBBX
616,2022,1,4,KBGM
617,2022,1,4,KBHX
618,2022,1,4,KBIS
619,2022,1,4,KBLX
620,2022,1,4,KBMX
621,2022,1,4,KBOX
622,2022,1,4,KBRO
623,2022,1,4,KBUF
624,2022,1,4,KBYX
625,2022,1,4,KCAE
626,2022,1,4,KCBW
627,2022,1,4,KCBX
628,2022,1,4,KCCX
629,2022,1,4,KCLE
630,2022,1,4,KCLX
631,2022,1,4,KCRP
632,2022,1,4,KCXX
633,2022,1,4,KCYS
634,2022,1,4,KDAX
635,2022,1,4,KDDC
636,2022,1,4,KDFX
637,2022,1,4,KDGX
638,2022,1,4,KDIX
639,2022,1,4,KDLH
640,2022,1,4,KDMX
641,2022,1,4,KDOX
642,2022,1,4,KDTX
643,2022,1,4,KDVN
644,2022,1,4,KDYX
645,2022,1,4,KEAX
646,2022,1,4,KEMX
647,2022,1,4,KENX
648,2022,1,4,KEOX
649,2022,1,4,KEPZ
650,2022,1,4,KESX
651,2022,1,4,KEVX
652,2022,1,4,KEWX
653,2022,1,4,KEYX
654,2022,1,4,KFCX
655,2022,1,4,KFDR
656,2022,1,4,KFDX
657,2022,1,4,KFFC
658,2022,1,4,KFSD
659,2022,1,4,KFSX
660,2022,1,4,KFTG
661,2022,1,4,KFWS
662,2022,1,4,KGGW
663,2022,1,4,KGJX
664,2022,1,4,KGLD
665,2022,1,4,KGRB
666,2022,1,4,KGRK
667,2022,1,4,KGRR
668,2022,1,4,KGSP
669,2022,1,4,KGWX
670,2022,1,4,KGYX
671,2022,1,4,KHDX
672,2022,1,4,KHGX
673,2022,1,4,KHNX
674,2022,1,4,KHPX
675,2022,1,4,KHTX
676,2022,1,4,KICT
677,2022,1,4,KICX
678,2022,1,4,KILN
679,2022,1,4,KILX
680,2022,1,4,KIND
681,2022,1,4,KINX
682,2022,1,4,KIWA
683,2022,1,4,KIWX
684,2022,1,4,KJAX
685,2022,1,4,KJGX
686,2022,1,4,KJKL
687,2022,1,4,KLBB
688,2022,1,4,KLCH
689,2022,1,4,KLGX
690,2022,1,4,KLIX
691,2022,1,4,KLNX
692,2022,1,4,KLOT
693,2022,1,4,KLRX
694,2022,1,4,KLSX
695,2022,1,4,KLTX
696,2022,1,4,KLVX
697,2022,1,4,KLWX
698,2022,1,4,KLZK
699,2022,1,4,KMAF
700,2022,1,4,KMAX
701,2022,1,4,KMBX
702,2022,1,4,KMHX
703,2022,1,4,KMKX
704,2022,1,4,KMLB
705,2022,1,4,KMOB
706,2022,1,4,KMPX
707,2022,1,4,KMQT
708,2022,1,4,KMRX
709,2022,1,4,KMSX
710,2022,1,4,KMTX
711,2022,1,4,KMUX
712,2022,1,4,KMVX
713,2022,1,4,KMXX
714,2022,1,4,KNKX
715,2022,1,4,KNQA
716,2022,1,4,KOAX
717,2022,1,4,KOHX
718,2022,1,4,KOKX
719,2022,1,4,KOTX
720,2022,1,4,KPAH
721,2022,1,4,KPBZ
722,2022,1,4,KPDT
723,2022,1,4,KPOE
724,2022,1,4,KPUX
725,2022,1,4,KRAX
726,2022,1,4,KRGX
727,2022,1,4,KRIW
728,2022,1,4,KRLX
729,2022,1,4,KRTX
730,2022,1,4,KSFX
731,2022,1,4,KSGF
732,2022,1,4,KSHV
733,2022,1,4,KSJT
734,2022,1,4,KSOX
735,2022,1,4,KSRX
736,2022,1,4,KTBW
737,2022,1,4,KTFX
738,2022,1,4,KTLH
739,2022,1,4,KTLX
740,2022,1,4,KTWX
741,2022,1,4,KTYX
742,2022,1,4,KUDX
743,2022,1,4,KUEX
744,2022,1,4,KVAX
745,2022,1,4,KVBX
746,2022,1,4,KVNX
747,2022,1,4,KVTX
748,2022,1,4,KVWX
749,2022,1,4,KYUX
750,2022,1,4,PABC
751,2022,1,4,PACG
752,2022,1,4,PAEC
753,2022,1,4,PAHG
754,2022,1,4,PAIH
755,2022,1,4,PAKC
756,2022,1,4,PAPD
757,2022,1,4,PHKI
758,2022,1,4,PHKM
759,2022,1,4,PHMO
760,2022,1,4,PHWA
761,2022,1,4,RKJK
762,2022,1,4,RKSG
763,2022,1,4,RODN
764,2022,1,4,TADW
765,2022,1,4,TATL
766,2022,1,4,TBNA
767,2022,1,4,TBOS
768,2022,1,4,TBWI
769,2022,1,4,TCLT
770,2022,1,4,TCMH
771,2022,1,4,TCVG
772,2022,1,4,TDAL
773,2022,1,4,TDAY
774,2022,1,4,TDCA
775,2022,1,4,TDEN
776,2022,1,4,TDFW
777,2022,1,4,TEWR
778,2022,1,4,TFLL
779,2022,1,4,THOU
780,2022,1,4,TIAD
781,2022,1,4,TIAH
782,2022,1,4,TICH
783,2022,1,4,TIDS
784,2022,1,4,TJFK
785,2022,1,4,TJUA
786,2022,1,4,TLAS
787,2022,1,4,TLVE
788,2022,1,4,TMCI
789,2022,1,4,TMCO
790,2022,1,4,TMDW
791,2022,1,4,TMEM
792,2022,1,4,TMIA
793,2022,1,4,TMKE
794,2022,1,4,TMSP
795,2022,1,4,TMSY
796,2022,1,4,TOKC
797,2022,1,4,TORD
798,2022,1,4,TPBI
799,2022,1,4,TPHL
800,2022,1,4,TPHX
801,2022,1,4,TPIT
802,2022,1,4,TRDU
803,2022,1,4,TSDF
804,2022,1,4,TSLC
805,2022,1,4,TSTL
806,2022,1,4,TTPA
807,2022,1,4,TTUL
808,2022,1,5,FOP1
809,2022,1,5,KABR
810,2022,1,5,KABX
811,2022,1,5,KAKQ
812,2022,1,5,KAMA
813,2022,1,5,KAMX
814,2022,1,5,KAPX
815,2022,1,5,KARX
816,2022,1,5,KATX
817,2022,1,5,KBBX
818,2022,1,5,KBGM
819,2022,1,5,KBHX
820,2022,1,5,KBIS
821,2022,1,5,KBLX
822,2022,1,5,KBMX
823,2022,1,5,KBOX
824,2022,1,5,KBRO
825,2022,1,5,KBUF
826,2022,1,5,KBYX
827,2022,1,5,KCAE
828,2022,1,5,KCBW
829,2022,1,5,KCBX
830,2022,1,5,KCCX
831,2022,1,5,KCLE
832,2022,1,5,KCLX
833,2022,1,5,KCRP
834,2022,1,5,KCXX
835,2022,1,5,KCYS
836,2022,1,5,KDAX
837,2022,1,5,KDDC
838,2022,1,5,KDFX
839,2022,1,5,KDGX
840,2022,1,5,KDIX
841,2022,1,5,KDLH
842,2022,1,5,KDMX
843,2022,1,5,KDOX
844,2022,1,5,KDTX
845,2022,1,5,KDVN
846,2022,1,5,KDYX
847,2022,1,5,KEAX
848,2022,1,5,KEMX
849,2022,1,5,KENX
850,2022,1,5,KEOX
851,2022,1,5,KEPZ
852,2022,1,5,KESX
853,2022,1,5,KEVX
854,2022,1,5,KEWX
855,2022,1,5,KEYX
856,2022,1,5,KFCX
857,2022,1,5,KFDR
858,2022,1,5,KFDX
859,2022,1,5,KFFC
860,2022,1,5,KFSD
861,2022,1,5,KFSX
862,2022,1,5,KFTG
863,2022,1,5,KFWS
864,2022,1,5,KGGW
865,2022,1,5,KGJX
866,2022,1,5,KGLD
867,2022,1,5,KGRB
868,2022,1,5,KGRK
869,2022,1,5,KGRR
870,2022,1,5,KGSP
871,2022,1,5,KGWX
872,2022,1,5,KGYX
873,2022,1,5,KHDX
874,2022,1,5,KHGX
875,2022,1,5,KHNX
876,2022,1,5,KHPX
877,2022,1,5,KHTX
878,2022,1,5,KICT
879,2022,1,5,KICX
880,2022,1,5,KILN
881,2022,1,5,KILX
882,2022,1,5,KIND
883,2022,1,5,KINX
884,2022,1,5,KIWA
885,2022,1,5,KIWX
886,2022,1,5,KJAX
887,2022,1,5,KJGX
888,2022,1,5,KJKL
889,2022,1,5,KLBB
890,2022,1,5,KLCH
891,2022,1,5,KLGX
892,2022,1,5,KLIX
893,2022,1,5,KLNX
894,2022,1,5,KLOT
895,2022,1,5,KLRX
896,2022,1,5,KLSX
897,2022,1,5,KLTX
898,2022,1,5,KLVX
899,2022,1,5,KLWX
900,2022,1,5,KLZK
901,2022,1,5,KMAF
902,2022,1,5,KMAX
903,2022,1,5,KMBX
904,2022,1,5,KMHX
905,2022,1,5,KMKX
906,2022,1,5,KMLB
907,2022,1,5,KMOB
908,2022,1,5,KMPX
909,2022,1,5,KMQT
910,2022,1,5,KMRX
911,2022,1,5,KMSX
912,2022,1,5,KMTX
913,2022,1,5,KMUX
914,2022,1,5,KMVX
915,2022,1,5,KMXX
916,2022,1,5,KNKX
917,2022,1,5,KNQA
918,2022,1,5,KOAX
919,2022,1,5,KOHX
920,2022,1,5,KOKX
921,2022,1,5,KOTX
922,2022,1,5,KPAH
923,2022,1,5,KPBZ
924,2022,1,5,KPDT
925,2022,1,5,KPOE
926,2022,1,5,KPUX
927,2022,1,5,KRAX
928,2022,1,5,KRGX
929,2022,1,5,KRIW
930,2022,1,5,KRLX
931,2022,1,5,KRTX
932,2022,1,5,KSFX
933,2022,1,5,KSGF
934,2022,1,5,KSHV
935,2022,1,5,KSJT
936,2022,1,5,KSOX
937,2022,1,5,KSRX
938,2022,1,5,KTBW
939,2022,1,5,KTFX
940,2022,1,5,KTLH
941,2022,1,5,KTLX
942,2022,1,5,KTWX
943,2022,1,5,KTYX
944,2022,1,5,KUDX
945,2022,1,5,KUEX
946,2022,1,5,KVAX
947,2022,1,5,KVBX
948,2022,1,5,KVNX
949,2022,1,5,KVTX
950,2022,1,5,KVWX
951,2022,1,5,KYUX
952,2022,1,5,PABC
953,2022,1,5,PACG
954,2022,1,5,PAEC
955,2022,1,5,PAHG
956,2022,1,5,PAIH
957,2022,1,5,PAKC
958,2022,1,5,PAPD
959,2022,1,5,PHKI
960,2022,1,5,PHKM
961,2022,1,5,PHMO
962,2022,1,5,PHWA
963,2022,1,5,RKJK
964,2022,1,5,RKSG
965,2022,1,5,RODN
966,2022,1,5,TADW
967,2022,1,5,TATL
968,2022,1,5,TBNA
969,2022,1,5,TBOS
970,2022,1,5,TBWI
971,2022,1,5,TCLT
972,2022,1,5,TCMH
973,2022,1,5,TCVG
974,2022,1,5,TDAL
975,2022,1,5,TDAY
976,2022,1,5,TDCA
977,2022,1,5,TDEN
978,2022,1,5,TDFW
979,2022,1,5,TFLL
980,2022,1,5,THOU
981,2022,1,5,TIAD
982,2022,1,5,TIAH
983,2022,1,5,TICH
984,2022,1,5,TIDS
985,2022,1,5,TJFK
986,2022,1,5,TJUA
987,2022,1,5,TLAS
988,2022,1,5,TLVE
989,2022,1,5,TMCI
990,2022,1,5,TMCO
991,2022,1,5,TMEM
992,2022,1,5,TMIA
993,2022,1,5,TMKE
994,2022,1,5,TMSP
995,2022,1,5,TMSY
996,2022,1,5,TOKC
997,2022,1,5,TORD
998,2022,1,5,TPBI
999,2022,1,5,TPHL
1000,2022,1,5,TPHX
1001,2022,1,5,TPIT
1002,2022,1,5,TRDU
1003,2022,1,5,TSDF
1004,2022,1,5,TSLC
